lemma,fin:sg:pri:perf,fin:sg:pri:imperf,fin:sg:sec:perf,fin:sg:sec:imperf,fin:sg:ter:perf,fin:sg:ter:imperf,fin:pl:pri:perf,fin:pl:pri:imperf,fin:pl:sec:perf,fin:pl:sec:imperf,fin:pl:ter:perf,fin:pl:ter:imperf,praet:sg:f:perf,praet:sg:f:imperf,praet:sg:m1.m2.m3:perf,praet:sg:m1.m2.m3:imperf,praet:pl:m2.m3.f.n1.n2.p2.p3:perf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf,ppron3:sg:nom:m1.m2.m3:ter:_:_
zacuknąć,zacuknę,,zacukniesz,,zacuknie,,zacukniemy,,zacukniecie,,zacukną,,zacuknęła,,zacuknął,,zacuknęły,,
zacukrzyć,zacukrzę,,zacukrzysz,,zacukrzy,,zacukrzymy,,zacukrzycie,,zacukrzą,,zacukrzyła,,zacukrzył,,zacukrzyły,,
zacumować,zacumuję,,zacumujesz,,zacumuje,,zacumujemy,,zacumujecie,,zacumują,,zacumowała,,zacumował,,zacumowały,,
zacytować,zacytuję,,zacytujesz,,zacytuje,,zacytujemy,,zacytujecie,,zacytują,,zacytowała,,zacytował,,zacytowały,,
zaczadzać,,zaczadzam,,zaczadzasz,,zaczadza,,zaczadzamy,,zaczadzacie,,zaczadzają,,zaczadzała,,zaczadzał,,zaczadzały,
zaczadzić,zaczadzę,,zaczadzisz,,zaczadzi,,zaczadzimy,,zaczadzicie,,zaczadzą,,zaczadziła,,zaczadził,,zaczadziły,,
zaczadzieć,zaczadzieję,,zaczadziejesz,,zaczadzieje,,zaczadziejemy,,zaczadziejecie,,zaczadzieją,,zaczadziała,,zaczadział,,zaczadziały,,
zaczaić,zaczaję,,zaczaisz,,zaczai,,zaczaimy,,zaczaicie,,zaczają,,zaczaiła,,zaczaił,,zaczaiły,,
zaczajać,,zaczajam,,zaczajasz,,zaczaja,,zaczajamy,,zaczajacie,,zaczajają,,zaczajała,,zaczajał,,zaczajały,
zaczarować,zaczaruję,,zaczarujesz,,zaczaruje,,zaczarujemy,,zaczarujecie,,zaczarują,,zaczarowała,,zaczarował,,zaczarowały,,
zaczarowywać,,zaczarowuję,,zaczarowujesz,,zaczarowuje,,zaczarowujemy,,zaczarowujecie,,zaczarowują,,zaczarowywała,,zaczarowywał,,zaczarowywały,
zaczarterować,zaczarteruję,,zaczarterujesz,,zaczarteruje,,zaczarterujemy,,zaczarterujecie,,zaczarterują,,zaczarterowała,,zaczarterował,,zaczarterowały,,
zacząć,zacznę,,zaczniesz,,zacznie,,zaczniemy,,zaczniecie,,zaczną,,zaczęła,,zaczął,,zaczęły,,
zaczekać,zaczekam,,zaczekasz,,zaczeka,,zaczekamy,,zaczekacie,,zaczekają,,zaczekała,,zaczekał,,zaczekały,,
zaczeluścić,zaczeluszczę,,zaczeluścisz,,zaczeluści,,zaczeluścimy,,zaczeluścicie,,zaczeluszczą,,zaczeluściła,,zaczeluścił,,zaczeluściły,,
zaczepiać,,zaczepiam,,zaczepiasz,,zaczepia,,zaczepiamy,,zaczepiacie,,zaczepiają,,zaczepiała,,zaczepiał,,zaczepiały,
zaczepić,zaczepię,,zaczepisz,,zaczepi,,zaczepimy,,zaczepicie,,zaczepią,,zaczepiła,,zaczepił,,zaczepiły,,
zaczerniać,,zaczerniam,,zaczerniasz,,zaczernia,,zaczerniamy,,zaczerniacie,,zaczerniają,,zaczerniała,,zaczerniał,,zaczerniały,
zaczernić,zaczernię,,zaczernisz,,zaczerni,,zaczernimy,,zaczernicie,,zaczernią,,zaczerniła,,zaczernił,,zaczerniły,,
zaczernieć,zaczernieję,,zaczerniejesz,,zaczernieje,,zaczerniejemy,,zaczerniejecie,,zaczernieją,,zaczerniała,,zaczerniał,,zaczerniały,,
zaczerpać,zaczerpię,,zaczerpiesz,,zaczerpie,,zaczerpiemy,,zaczerpiecie,,zaczerpią,,zaczerpała,,zaczerpał,,zaczerpały,,
zaczerpnąć,zaczerpnę,,zaczerpniesz,,zaczerpnie,,zaczerpniemy,,zaczerpniecie,,zaczerpną,,zaczerpnęła,,zaczerpnął,,zaczerpnęły,,
zaczerpywać,,zaczerpuję,,zaczerpujesz,,zaczerpuje,,zaczerpujemy,,zaczerpujecie,,zaczerpują,,zaczerpywała,,zaczerpywał,,zaczerpywały,
zaczerwiać,,zaczerwiam,,zaczerwiasz,,zaczerwia,,zaczerwiamy,,zaczerwiacie,,zaczerwiają,,zaczerwiała,,zaczerwiał,,zaczerwiały,
zaczerwić,zaczerwię,,zaczerwisz,,zaczerwi,,zaczerwimy,,zaczerwicie,,zaczerwią,,zaczerwiła,,zaczerwił,,zaczerwiły,,
zaczerwieniać,,zaczerwieniam,,zaczerwieniasz,,zaczerwienia,,zaczerwieniamy,,zaczerwieniacie,,zaczerwieniają,,zaczerwieniała,,zaczerwieniał,,zaczerwieniały,
zaczerwienić,zaczerwienię,,zaczerwienisz,,zaczerwieni,,zaczerwienimy,,zaczerwienicie,,zaczerwienią,,zaczerwieniła,,zaczerwienił,,zaczerwieniły,,
zaczerwienieć,zaczerwienieję,,zaczerwieniejesz,,zaczerwienieje,,zaczerwieniejemy,,zaczerwieniejecie,,zaczerwienieją,,zaczerwieniała,,zaczerwieniał,,zaczerwieniały,,
zaczesać,zaczeszę,,zaczeszesz,,zaczesze,,zaczeszemy,,zaczeszecie,,zaczeszą,,zaczesała,,zaczesał,,zaczesały,,
zaczesywać,,zaczesuję,,zaczesujesz,,zaczesuje,,zaczesujemy,,zaczesujecie,,zaczesują,,zaczesywała,,zaczesywał,,zaczesywały,
zaczłapać,zaczłapię,,zaczłapiesz,,zaczłapie,,zaczłapiemy,,zaczłapiecie,,zaczłapią,,zaczłapała,,zaczłapał,,zaczłapały,,
zaczmerać,zaczmeram,,zaczmerasz,,zaczmera,,zaczmeramy,,zaczmeracie,,zaczmerają,,zaczmerała,,zaczmerał,,zaczmerały,,
zaczmielić,zaczmielę,,zaczmielisz,,zaczmieli,,zaczmielimy,,zaczmielicie,,zaczmielą,,zaczmieliła,,zaczmielił,,zaczmieliły,,
zaczmucić,zaczmucę,,zaczmucisz,,zaczmuci,,zaczmucimy,,zaczmucicie,,zaczmucą,,zaczmuciła,,zaczmucił,,zaczmuciły,,
zaczołgać,zaczołgam,,zaczołgasz,,zaczołga,,zaczołgamy,,zaczołgacie,,zaczołgają,,zaczołgała,,zaczołgał,,zaczołgały,,
zaczołgiwać,,zaczołguję,,zaczołgujesz,,zaczołguje,,zaczołgujemy,,zaczołgujecie,,zaczołgują,,zaczołgiwała,,zaczołgiwał,,zaczołgiwały,
zaczopować,zaczopuję,,zaczopujesz,,zaczopuje,,zaczopujemy,,zaczopujecie,,zaczopują,,zaczopowała,,zaczopował,,zaczopowały,,
zaczopowywać,,zaczopowuję,,zaczopowujesz,,zaczopowuje,,zaczopowujemy,,zaczopowujecie,,zaczopowują,,zaczopowywała,,zaczopowywał,,zaczopowywały,
zaczuć,zaczuję,,zaczujesz,,zaczuje,,zaczujemy,,zaczujecie,,zaczują,,zaczuła,,zaczuł,,zaczuły,,
zaczupurzyć,zaczupurzę,,zaczupurzysz,,zaczupurzy,,zaczupurzymy,,zaczupurzycie,,zaczupurzą,,zaczupurzyła,,zaczupurzył,,zaczupurzyły,,
zaczynać,,zaczynam,,zaczynasz,,zaczyna,,zaczynamy,,zaczynacie,,zaczynają,,zaczynała,,zaczynał,,zaczynały,
zaczyniać,,zaczyniam,,zaczyniasz,,zaczynia,,zaczyniamy,,zaczyniacie,,zaczyniają,,zaczyniała,,zaczyniał,,zaczyniały,
zaczynić,zaczynię,,zaczynisz,,zaczyni,,zaczynimy,,zaczynicie,,zaczynią,,zaczyniła,,zaczynił,,zaczyniły,,
zaczynszować,zaczynszuję,,zaczynszujesz,,zaczynszuje,,zaczynszujemy,,zaczynszujecie,,zaczynszują,,zaczynszowała,,zaczynszował,,zaczynszowały,,
zaczyrykać,zaczyrykam,,zaczyrykasz,,zaczyryka,,zaczyrykamy,,zaczyrykacie,,zaczyrykają,,zaczyrykała,,zaczyrykał,,zaczyrykały,,
zaczytać,zaczytam,,zaczytasz,,zaczyta,,zaczytamy,,zaczytacie,,zaczytają,,zaczytała,,zaczytał,,zaczytały,,
zaczytywać,,zaczytuję,,zaczytujesz,,zaczytuje,,zaczytujemy,,zaczytujecie,,zaczytują,,zaczytywała,,zaczytywał,,zaczytywały,
zaćmiać,,zaćmiam,,zaćmiasz,,zaćmia,,zaćmiamy,,zaćmiacie,,zaćmiają,,zaćmiała,,zaćmiał,,zaćmiały,
zaćmić,zaćmię,,zaćmisz,,zaćmi,,zaćmimy,,zaćmicie,,zaćmią,,zaćmiła,,zaćmił,,zaćmiły,,
zaćmiewać,,zaćmiewam,,zaćmiewasz,,zaćmiewa,,zaćmiewamy,,zaćmiewacie,,zaćmiewają,,zaćmiewała,,zaćmiewał,,zaćmiewały,
zaćpać,zaćpam,,zaćpasz,,zaćpa,,zaćpamy,,zaćpacie,,zaćpają,,zaćpała,,zaćpał,,zaćpały,,
zaćwiczyć,zaćwiczę,,zaćwiczysz,,zaćwiczy,,zaćwiczymy,,zaćwiczycie,,zaćwiczą,,zaćwiczyła,,zaćwiczył,,zaćwiczyły,,
zaćwiekować,zaćwiekuję,,zaćwiekujesz,,zaćwiekuje,,zaćwiekujemy,,zaćwiekujecie,,zaćwiekują,,zaćwiekowała,,zaćwiekował,,zaćwiekowały,,
zaćwierkać,zaćwierkam,,zaćwierkasz,,zaćwierka,,zaćwierkamy,,zaćwierkacie,,zaćwierkają,,zaćwierkała,,zaćwierkał,,zaćwierkały,,
zaćwierkotać,zaćwierkocę,,zaćwierkocesz,,zaćwierkoce,,zaćwierkoczemy,,zaćwierkoczecie,,zaćwierkoczą,,zaćwierkotała,,zaćwierkotał,,zaćwierkotały,,
zadać,zadam,,zadasz,,zada,,zadamy,,zadacie,,zadadzą,,zadała,,zadał,,zadały,,
zadamawiać,,zadamawiam,,zadamawiasz,,zadamawia,,zadamawiamy,,zadamawiacie,,zadamawiają,,zadamawiała,,zadamawiał,,zadamawiały,
zadaniować,,zadaniuję,,zadaniujesz,,zadaniuje,,zadaniujemy,,zadaniujecie,,zadaniują,,zadaniowała,,zadaniował,,zadaniowały,
zadarniać,,zadarniam,,zadarniasz,,zadarnia,,zadarniamy,,zadarniacie,,zadarniają,,zadarniała,,zadarniał,,zadarniały,
zadarnić,zadarnię,,zadarnisz,,zadarni,,zadarnimy,,zadarnicie,,zadarnią,,zadarniła,,zadarnił,,zadarniły,,
zadarniować,zadarniuję,,zadarniujesz,,zadarniuje,,zadarniujemy,,zadarniujecie,,zadarniują,,zadarniowała,,zadarniował,,zadarniowały,,
zadaszać,,zadaszam,,zadaszasz,,zadasza,,zadaszamy,,zadaszacie,,zadaszają,,zadaszała,,zadaszał,,zadaszały,
zadaszyć,zadaszę,,zadaszysz,,zadaszy,,zadaszymy,,zadaszycie,,zadaszą,,zadaszyła,,zadaszył,,zadaszyły,,
zadatkować,zadatkuję,,zadatkujesz,,zadatkuje,,zadatkujemy,,zadatkujecie,,zadatkują,,zadatkowała,,zadatkował,,zadatkowały,,
zadatować,zadatuję,,zadatujesz,,zadatuje,,zadatujemy,,zadatujecie,,zadatują,,zadatowała,,zadatował,,zadatowały,,
zadawać,,zadaję,,zadajesz,,zadaje,,zadajemy,,zadajecie,,zadają,,zadawała,,zadawał,,zadawały,
zadawić,zadawię,,zadawisz,,zadawi,,zadawimy,,zadawicie,,zadawią,,zadawiła,,zadawił,,zadawiły,,
zadawnić,zadawnię,,zadawnisz,,zadawni,,zadawnimy,,zadawnicie,,zadawnią,,zadawniła,,zadawnił,,zadawniły,,
zadawnieć,zadawnieję,,zadawniejesz,,zadawnieje,,zadawniejemy,,zadawniejecie,,zadawnieją,,zadawniała,,zadawniał,,zadawniały,,
zadąć,zadmę,,zadmiesz,,zadmie,,zadmiemy,,zadmiecie,,zadmą,,zadęła,,zadął,,zadęły,,
zadąsać,zadąsam,,zadąsasz,,zadąsa,,zadąsamy,,zadąsacie,,zadąsają,,zadąsała,,zadąsał,,zadąsały,,
zadążać,,zadążam,,zadążasz,,zadąża,,zadążamy,,zadążacie,,zadążają,,zadążała,,zadążał,,zadążały,
zadążyć,zadążę,,zadążysz,,zadąży,,zadążymy,,zadążycie,,zadążą,,zadążyła,,zadążył,,zadążyły,,
zadbać,zadbam,,zadbasz,,zadba,,zadbamy,,zadbacie,,zadbają,,zadbała,,zadbał,,zadbały,,
zadebetować,zadebetuję,,zadebetujesz,,zadebetuje,,zadebetujemy,,zadebetujecie,,zadebetują,,zadebetowała,,zadebetował,,zadebetowały,,
zadebiutować,zadebiutuję,,zadebiutujesz,,zadebiutuje,,zadebiutujemy,,zadebiutujecie,,zadebiutują,,zadebiutowała,,zadebiutował,,zadebiutowały,,
zadecydować,zadecyduję,,zadecydujesz,,zadecyduje,,zadecydujemy,,zadecydujecie,,zadecydują,,zadecydowała,,zadecydował,,zadecydowały,,
zadedykować,zadedykuję,,zadedykujesz,,zadedykuje,,zadedykujemy,,zadedykujecie,,zadedykują,,zadedykowała,,zadedykował,,zadedykowały,,
zadeklamować,zadeklamuję,,zadeklamujesz,,zadeklamuje,,zadeklamujemy,,zadeklamujecie,,zadeklamują,,zadeklamowała,,zadeklamował,,zadeklamowały,,
zadeklarować,zadeklaruję,,zadeklarujesz,,zadeklaruje,,zadeklarujemy,,zadeklarujecie,,zadeklarują,,zadeklarowała,,zadeklarował,,zadeklarowały,,
zadekować,zadekuję,,zadekujesz,,zadekuje,,zadekujemy,,zadekujecie,,zadekują,,zadekowała,,zadekował,,zadekowały,,
zadekretować,zadekretuję,,zadekretujesz,,zadekretuje,,zadekretujemy,,zadekretujecie,,zadekretują,,zadekretowała,,zadekretował,,zadekretowały,,
zadeliberować,zadeliberuję,,zadeliberujesz,,zadeliberuje,,zadeliberujemy,,zadeliberujecie,,zadeliberują,,zadeliberowała,,zadeliberował,,zadeliberowały,,
zademonstrować,zademonstruję,,zademonstrujesz,,zademonstruje,,zademonstrujemy,,zademonstrujecie,,zademonstrują,,zademonstrowała,,zademonstrował,,zademonstrowały,,
zadenuncjować,zadenuncjuję,,zadenuncjujesz,,zadenuncjuje,,zadenuncjujemy,,zadenuncjujecie,,zadenuncjują,,zadenuncjowała,,zadenuncjował,,zadenuncjowały,,
zadepeszować,zadepeszuję,,zadepeszujesz,,zadepeszuje,,zadepeszujemy,,zadepeszujecie,,zadepeszują,,zadepeszowała,,zadepeszował,,zadepeszowały,,
zadeptać,zadeptam,,zadepcesz,,zadepta,,zadepcemy,,zadeptacie,,zadeptają,,zadeptała,,zadeptał,,zadeptały,,
zadeptywać,,zadeptuję,,zadeptujesz,,zadeptuje,,zadeptujemy,,zadeptujecie,,zadeptują,,zadeptywała,,zadeptywał,,zadeptywały,
zadesperować,zadesperuję,,zadesperujesz,,zadesperuje,,zadesperujemy,,zadesperujecie,,zadesperują,,zadesperowała,,zadesperował,,zadesperowały,,
zadeszczyć,,,,,zadeszczy,,,,,,,,,,,,,,
zadeterminować,zadeterminuję,,zadeterminujesz,,zadeterminuje,,zadeterminujemy,,zadeterminujecie,,zadeterminują,,zadeterminowała,,zadeterminował,,zadeterminowały,,
zadiektywizować,zadiektywizuję,,zadiektywizujesz,,zadiektywizuje,,zadiektywizujemy,,zadiektywizujecie,,zadiektywizują,,zadiektywizowała,,zadiektywizował,,zadiektywizowały,,
zadiustować,zadiustuję,,zadiustujesz,,zadiustuje,,zadiustujemy,,zadiustujecie,,zadiustują,,zadiustowała,,zadiustował,,zadiustowały,,
zadjektywizować,zadjektywizuję,,zadjektywizujesz,,zadjektywizuje,,zadjektywizujemy,,zadjektywizujecie,,zadjektywizują,,zadjektywizowała,,zadjektywizował,,zadjektywizowały,,
zadławić,zadławię,,zadławisz,,zadławi,,zadławimy,,zadławicie,,zadławią,,zadławiła,,zadławił,,zadławiły,,
zadłużać,,zadłużam,,zadłużasz,,zadłuża,,zadłużamy,,zadłużacie,,zadłużają,,zadłużała,,zadłużał,,zadłużały,
zadłużyć,zadłużę,,zadłużysz,,zadłuży,,zadłużymy,,zadłużycie,,zadłużą,,zadłużyła,,zadłużył,,zadłużyły,,
zadmuchać,zadmucham,,zadmuchasz,,zadmucha,,zadmuchamy,,zadmuchacie,,zadmuchają,,zadmuchała,,zadmuchał,,zadmuchały,,
zadmuchnąć,zadmuchnę,,zadmuchniesz,,zadmuchnie,,zadmuchniemy,,zadmuchniecie,,zadmuchną,,zadmuchnęła,,zadmuchnął,,zadmuchnęły,,
zadnieć,,,,,zadnieje,,,,,,,,,,,,,,
zadokować,zadokuję,,zadokujesz,,zadokuje,,zadokujemy,,zadokujecie,,zadokują,,zadokowała,,zadokował,,zadokowały,,
zadokowywać,,zadokowuję,,zadokowujesz,,zadokowuje,,zadokowujemy,,zadokowujecie,,zadokowują,,zadokowywała,,zadokowywał,,zadokowywały,
zadokumentować,zadokumentuję,,zadokumentujesz,,zadokumentuje,,zadokumentujemy,,zadokumentujecie,,zadokumentują,,zadokumentowała,,zadokumentował,,zadokumentowały,,
zadołować,zadołuję,,zadołujesz,,zadołuje,,zadołujemy,,zadołujecie,,zadołują,,zadołowała,,zadołował,,zadołowały,,
zadomawiać,,zadomawiam,,zadomawiasz,,zadomawia,,zadomawiamy,,zadomawiacie,,zadomawiają,,zadomawiała,,zadomawiał,,zadomawiały,
zadomowiać,,zadomowiam,,zadomowiasz,,zadomowia,,zadomowiamy,,zadomowiacie,,zadomowiają,,zadomowiała,,zadomowiał,,zadomowiały,
zadomowić,zadomowię,,zadomowisz,,zadomowi,,zadomowimy,,zadomowicie,,zadomowią,,zadomowiła,,zadomowił,,zadomowiły,,
zadosyćuczynić,zadosyćuczynię,,zadosyćuczynisz,,zadosyćuczyni,,zadosyćuczynimy,,zadosyćuczynicie,,zadosyćuczynią,,zadosyćuczyniła,,zadosyćuczynił,,zadosyćuczyniły,,
zadośćuczynić,zadośćuczynię,,zadośćuczynisz,,zadośćuczyni,,zadośćuczynimy,,zadośćuczynicie,,zadośćuczynią,,zadośćuczyniła,,zadośćuczynił,,zadośćuczyniły,,
zadowalać,,zadowalam,,zadowalasz,,zadowala,,zadowalamy,,zadowalacie,,zadowalają,,zadowalała,,zadowalał,,zadowalały,
zadowalniać,,zadowalniam,,zadowalniasz,,zadowalnia,,zadowalniamy,,zadowalniacie,,zadowalniają,,zadowalniała,,zadowalniał,,zadowalniały,
zadowcipkować,zadowcipkuję,,zadowcipkujesz,,zadowcipkuje,,zadowcipkujemy,,zadowcipkujecie,,zadowcipkują,,zadowcipkowała,,zadowcipkował,,zadowcipkowały,,
zadowolić,zadowolę,,zadowolisz,,zadowoli,,zadowolimy,,zadowolicie,,zadowolą,,zadowoliła,,zadowolił,,zadowoliły,,
zadowolnić,zadowolnię,,zadowolnisz,,zadowolni,,zadowolnimy,,zadowolnicie,,zadowolnią,,zadowolniła,,zadowolnił,,zadowolniły,,
zadrabiać,,zadrabiam,,zadrabiasz,,zadrabia,,zadrabiamy,,zadrabiacie,,zadrabiają,,zadrabiała,,zadrabiał,,zadrabiały,
zadrapać,zadrapię,,zadrapiesz,,zadrapie,,zadrapiemy,,zadrapiecie,,zadrapią,,zadrapała,,zadrapał,,zadrapały,,
zadrapnąć,zadrapnę,,zadrapniesz,,zadrapnie,,zadrapniemy,,zadrapniecie,,zadrapną,,zadrapnęła,,zadrapnął,,zadrapnęły,,
zadrapywać,,zadrapuję,,zadrapujesz,,zadrapuje,,zadrapujemy,,zadrapujecie,,zadrapują,,zadrapywała,,zadrapywał,,zadrapywały,
zadrasnąć,zadrasnę,,zadraśniesz,,zadraśnie,,zadraśniemy,,zadraśniecie,,zadrasną,,zadrasnęła,,zadrasnął,,zadrasnęły,,
zadrażniać,,zadrażniam,,zadrażniasz,,zadrażnia,,zadrażniamy,,zadrażniacie,,zadrażniają,,zadrażniała,,zadrażniał,,zadrażniały,
zadrażnić,zadrażnię,,zadrażnisz,,zadrażni,,zadrażnimy,,zadrażnicie,,zadrażnią,,zadrażniła,,zadrażnił,,zadrażniły,,
zadreptać,zadreptam,,zadrepczesz,,zadrepcze,,zadreptamy,,zadrepczecie,,zadreptają,,zadreptała,,zadreptał,,zadreptały,,
zadreptywać,,zadreptuję,,zadreptujesz,,zadreptuje,,zadreptujemy,,zadreptujecie,,zadreptują,,zadreptywała,,zadreptywał,,zadreptywały,
zadręczać,,zadręczam,,zadręczasz,,zadręcza,,zadręczamy,,zadręczacie,,zadręczają,,zadręczała,,zadręczał,,zadręczały,
zadręczyć,zadręczę,,zadręczysz,,zadręczy,,zadręczymy,,zadręczycie,,zadręczą,,zadręczyła,,zadręczył,,zadręczyły,,
zadrgać,zadrgam,,zadrgasz,,zadrga,,zadrgamy,,zadrgacie,,zadrgają,,zadrgała,,zadrgał,,zadrgały,,
zadrgnąć,zadrgnę,,zadrgniesz,,zadrgnie,,zadrgniemy,,zadrgniecie,,zadrgną,,zadrgnęła,,zadrgnął,,zadrgnęły,,
zadrobić,zadrobię,,zadrobisz,,zadrobi,,zadrobimy,,zadrobicie,,zadrobią,,zadrobiła,,zadrobił,,zadrobiły,,
zadrobnieć,zadrobnieję,,zadrobniejesz,,zadrobnieje,,zadrobniejemy,,zadrobniejecie,,zadrobnieją,,zadrobniała,,zadrobniał,,zadrobniały,,
zadrukować,zadrukuję,,zadrukujesz,,zadrukuje,,zadrukujemy,,zadrukujecie,,zadrukują,,zadrukowała,,zadrukował,,zadrukowały,,
zadrukowywać,,zadrukowuję,,zadrukowujesz,,zadrukowuje,,zadrukowujemy,,zadrukowujecie,,zadrukowują,,zadrukowywała,,zadrukowywał,,zadrukowywały,
zadrutować,zadrutuję,,zadrutujesz,,zadrutuje,,zadrutujemy,,zadrutujecie,,zadrutują,,zadrutowała,,zadrutował,,zadrutowały,,
zadrutowywać,,zadrutowuję,,zadrutowujesz,,zadrutowuje,,zadrutowujemy,,zadrutowujecie,,zadrutowują,,zadrutowywała,,zadrutowywał,,zadrutowywały,
zadrwić,zadrwię,,zadrwisz,,zadrwi,,zadrwimy,,zadrwicie,,zadrwią,,zadrwiła,,zadrwił,,zadrwiły,,
zadryndać,zadryndam,,zadryndasz,,zadrynda,,zadryndamy,,zadryndacie,,zadryndają,,zadryndała,,zadryndał,,zadryndały,,
zadrzeć,zadrę,,zadrzesz,,zadrze,,zadrzemy,,zadrzecie,,zadrą,,zadarła,,zadarł,,zadarły,,
zadrzemać,zadrzemię,,zadrzemiesz,,zadrzemie,,zadrzemiemy,,zadrzemiecie,,zadrzemią,,zadrzemała,,zadrzemał,,zadrzemały,,
zadrzemywać,,zadrzemuję,,zadrzemujesz,,zadrzemuje,,zadrzemujemy,,zadrzemujecie,,zadrzemują,,zadrzemywała,,zadrzemywał,,zadrzemywały,
zadrzewiać,,zadrzewiam,,zadrzewiasz,,zadrzewia,,zadrzewiamy,,zadrzewiacie,,zadrzewiają,,zadrzewiała,,zadrzewiał,,zadrzewiały,
zadrzewić,zadrzewię,,zadrzewisz,,zadrzewi,,zadrzewimy,,zadrzewicie,,zadrzewią,,zadrzewiła,,zadrzewił,,zadrzewiły,,
zadrzymać,zadrzymię,,zadrzymiesz,,zadrzymie,,zadrzymiemy,,zadrzymiecie,,zadrzymią,,zadrzymała,,zadrzymał,,zadrzymały,,
zadrżeć,zadrżę,,zadrżysz,,zadrży,,zadrżymy,,zadrżycie,,zadrżą,,zadrżała,,zadrżał,,zadrżały,,
zadudnić,zadudnię,,zadudnisz,,zadudni,,zadudnimy,,zadudnicie,,zadudnią,,zadudniła,,zadudnił,,zadudniły,,
zadudnieć,zadudnię,,zadudnisz,,zadudni,,zadudnimy,,zadudnicie,,zadudnią,,zadudniała,,zadudniał,,zadudniały,,
zadufać,zadufam,,zadufasz,,zadufa,,zadufamy,,zadufacie,,zadufają,,zadufała,,zadufał,,zadufały,,
zadumać,zadumam,,zadumasz,,zaduma,,zadumamy,,zadumacie,,zadumają,,zadumała,,zadumał,,zadumały,,
zadumić,zadumię,,zadumisz,,zadumi,,zadumimy,,zadumicie,,zadumią,,zadumiła,,zadumił,,zadumiły,,
zadumieć,zadumieję,,zadumiejesz,,zadumieje,,zadumiejemy,,zadumiejecie,,zadumieją,,zadumiała,,zadumiał,,zadumiały,,
zadumiewać,,zadumiewam,,zadumiewasz,,zadumiewa,,zadumiewamy,,zadumiewacie,,zadumiewają,,zadumiewała,,zadumiewał,,zadumiewały,
zadumywać,,zadumuję,,zadumujesz,,zadumuje,,zadumujemy,,zadumujecie,,zadumują,,zadumywała,,zadumywał,,zadumywały,
zadurzać,,zadurzam,,zadurzasz,,zadurza,,zadurzamy,,zadurzacie,,zadurzają,,zadurzała,,zadurzał,,zadurzały,
zadurzeć,zadurzeję,,zadurzejesz,,zadurzeje,,zadurzejemy,,zadurzejecie,,zadurzeją,,zadurzała,,zadurzał,,zadurzały,,
zadurzyć,zadurzę,,zadurzysz,,zadurzy,,zadurzymy,,zadurzycie,,zadurzą,,zadurzyła,,zadurzył,,zadurzyły,,
zadusić,zaduszę,,zadusisz,,zadusi,,zadusimy,,zadusicie,,zaduszą,,zadusiła,,zadusił,,zadusiły,,
zaduszać,,zaduszam,,zaduszasz,,zadusza,,zaduszamy,,zaduszacie,,zaduszają,,zaduszała,,zaduszał,,zaduszały,
zadworować,zadworuję,,zadworujesz,,zadworuje,,zadworujemy,,zadworujecie,,zadworują,,zadworowała,,zadworował,,zadworowały,,
zadychać,zadycham,,zadychasz,,zadycha,,zadychamy,,zadychacie,,zadychają,,zadychała,,zadychał,,zadychały,,
zadychiwać,,zadychuję,,zadychujesz,,zadychuje,,zadychujemy,,zadychujecie,,zadychują,,zadychiwała,,zadychiwał,,zadychiwały,
zadygotać,zadygoczę,,zadygoczesz,,zadygoce,,zadygoczemy,,zadygocecie,,zadygocą,,zadygotała,,zadygotał,,zadygotały,,
zadyktować,zadyktuję,,zadyktujesz,,zadyktuje,,zadyktujemy,,zadyktujecie,,zadyktują,,zadyktowała,,zadyktował,,zadyktowały,,
zadymać,zadymam,zadymam,zadymasz,zadymasz,zadyma,zadyma,zadymamy,zadymamy,zadymacie,zadymacie,zadymają,zadymają,zadymała,zadymała,zadymał,zadymał,zadymały,zadymały,
zadymiać,,zadymiam,,zadymiasz,,zadymia,,zadymiamy,,zadymiacie,,zadymiają,,zadymiała,,zadymiał,,zadymiały,
zadymić,zadymię,,zadymisz,,zadymi,,zadymimy,,zadymicie,,zadymią,,zadymiła,,zadymił,,zadymiły,,
zadyndać,zadyndam,,zadyndasz,,zadynda,,zadyndamy,,zadyndacie,,zadyndają,,zadyndała,,zadyndał,,zadyndały,,
zadyrygować,zadyryguję,,zadyrygujesz,,zadyryguje,,zadyrygujemy,,zadyrygujecie,,zadyrygują,,zadyrygowała,,zadyrygował,,zadyrygowały,,
zadysponować,zadysponuję,,zadysponujesz,,zadysponuje,,zadysponujemy,,zadysponujecie,,zadysponują,,zadysponowała,,zadysponował,,zadysponowały,,
zadyszać,,zadyszam,,zadyszasz,,zadysza,,zadyszamy,,zadyszacie,,zadyszają,,zadyszała,,zadyszał,,zadyszały,
zadyszeć,zadyszę,,zadyszysz,,zadyszy,,zadyszymy,,zadyszycie,,zadyszą,,zadyszała,,zadyszał,,zadyszały,,
zadyszyć,zadyszę,,zadyszysz,,zadyszy,,zadyszymy,,zadyszycie,,zadyszą,,zadyszyła,,zadyszył,,zadyszyły,,
zadziabać,zadziabię,,zadziabiesz,,zadziabie,,zadziabiemy,,zadziabiecie,,zadziabią,,zadziabała,,zadziabał,,zadziabały,,
zadziabywać,,zadziabuję,,zadziabujesz,,zadziabuje,,zadziabujemy,,zadziabujecie,,zadziabują,,zadziabywała,,zadziabywał,,zadziabywały,
